trial_turn	event_id	turn_id	trace_id	session_id	user_subject	event_sequence	event_type	payload_json	created_at
1	f4046376-b404-4a52-88af-c80b7e2435e4	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	1	USER_INPUT	{"accepted": true}	2026-09-01 09:11:27.227422
1	2857c326-86e1-4937-a2b3-2e774570954c	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	2	CONTEXT_WINDOW	{"tokenBudget": 6144, "policyVersion": "session-context-v1", "includedTokens": 0, "tokenEstimator": "utf8-bytes-v1", "tokenWatermark": "low", "candidateTokens": 0, "includedTurnIds": [], "loadedTurnCount": 0, "olderTurnsAvailable": false, "omittedLoadedTurnCount": 0}	2026-09-01 09:11:34.063328
1	b909fbf1-130e-416c-8893-5d5c3bdb8747	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	3	ROUTING_DECISION	{"tier": "standard", "signals": {"chitchat": false, "refundContext": true, "refundContextSource": "current"}, "toolProfile": "all", "attemptLimit": 16, "sessionPropagationEnabled": true}	2026-09-01 09:11:34.064105
1	a12d58dc-5991-4934-9a35-6ae11bd53dfa	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	4	BUDGET_CHARGED	{"kind": "model_http", "limit": 16, "target": "primary", "attempt": 1}	2026-09-01 09:11:34.064578
1	3830b137-8168-47dc-bc64-21769269fba4	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	5	CIRCUIT_OUTCOME	{"state": "closed", "provider": "primary"}	2026-09-01 09:11:34.064908
1	b055534b-6fcc-4a16-8c80-25ff7dcd689a	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	6	MODEL_OUTCOME	{"alias": "gpt-5.4", "result": "ok", "provider": "primary"}	2026-09-01 09:11:34.065182
1	92a42902-17ca-4229-96ab-de77fe7b75c4	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	7	TOOL_LIFECYCLE	{"tool": "actions.refund.prepare", "state": "requested"}	2026-09-01 09:11:34.065416
1	3078634c-c770-4d40-92c6-8c8520d1c409	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	8	BUDGET_CHARGED	{"kind": "identity_http", "limit": 16, "target": "refund:create", "attempt": 2}	2026-09-01 09:11:34.065697
1	de7a0980-c2f1-4ee1-9624-f8959c4836b5	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	9	BUDGET_CHARGED	{"kind": "tool_http", "limit": 16, "target": "actions.refund.prepare", "attempt": 3}	2026-09-01 09:11:34.065921
1	5a8853df-f865-4bbc-81a7-c1d0c077a83d	daa6f6d1-42bc-4ad8-b149-cc8a1e9c5c43	719a2ac7-b8c7-49e4-8831-b446e1f29d9e	qD8rPzux1-d3s_A6n90UB7Wrln1G4eUnv78ad1KXPq4	eval-348fee64-d7c8-4209-82fd-579516fb1220	10	TOOL_LIFECYCLE	{"tool": "actions.refund.prepare", "state": "succeeded"}	2026-09-01 09:11:34.066167
