trial_turn	event_id	turn_id	trace_id	session_id	user_subject	event_sequence	event_type	payload_json	created_at
1	14187ccb-73cc-490a-a6f0-ac47f0bdac17	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	1	USER_INPUT	{"accepted": true}	2026-08-29 11:06:15.328824
1	b8d3f5bd-41b1-4d99-b8bd-60d44becf4a5	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	2	ROUTING_DECISION	{"tier": "standard", "signals": {"complex": false, "chitchat": false, "highRisk": true, "publicFaq": false, "privateAction": true}, "attemptLimit": 16}	2026-08-29 11:06:15.588477
1	49c496f8-1361-490a-8ad3-67f800e019e2	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	3	BUDGET_CHARGED	{"kind": "model_http", "limit": 16, "target": "primary", "attempt": 1}	2026-08-29 11:06:15.588726
1	9ecacf32-c4ab-4014-a651-11e3a7b8649f	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	4	CIRCUIT_OUTCOME	{"state": "closed", "provider": "primary"}	2026-08-29 11:06:15.588943
1	f3cfd0ff-f8f9-45f4-9053-8cacbcce514b	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	5	MODEL_OUTCOME	{"alias": "support-standard-primary", "result": "ok", "provider": "primary"}	2026-08-29 11:06:15.589199
1	ce604763-e73d-47f0-ae81-f11e92a43499	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	6	TOOL_LIFECYCLE	{"tool": "actions.refund.prepare", "state": "requested"}	2026-08-29 11:06:15.589463
1	b5d3d19b-a429-4994-9d69-21264e67a0e0	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	7	BUDGET_CHARGED	{"kind": "identity_http", "limit": 16, "target": "refund:create", "attempt": 2}	2026-08-29 11:06:15.589775
1	772f20f5-8679-4a3e-bc48-95440544daa1	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	8	BUDGET_CHARGED	{"kind": "tool_http", "limit": 16, "target": "actions.refund.prepare", "attempt": 3}	2026-08-29 11:06:15.590043
1	1b63cd81-46d8-43ef-a8d8-7f04c6263d1f	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	9	TOOL_DENIED	{"tool": "actions.refund.prepare", "reason": "policy_denied", "outcome": "deny_with_feedback", "producer": "ACTION_PREPARATION_TARGET_NOT_FOUND"}	2026-08-29 11:06:15.590378
1	df7e7f39-77a5-48a6-9afc-9acd7cd96389	97e4953a-c711-4643-bd59-56b61ab8db81	01c23eb9-7ca6-4751-bf47-127e9ed774dc	MYqFBLSo81oqbXKxW95tbD3BtSxlTzEvnccHDGlx4hY	eval-fa773ec1-b959-48e5-a2e0-4f42b3ccb17e	10	BUDGET_CHARGED	{"kind": "model_http", "limit": 16, "target": "primary", "attempt": 4}	2026-08-29 11:06:15.590763
