trial_turn	event_id	turn_id	trace_id	session_id	user_subject	event_sequence	event_type	payload_json	created_at
1	dca27cab-4883-47b7-b503-5bf53e66978d	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	1	USER_INPUT	{"accepted": true}	2026-09-01 07:50:32.580260
1	c86543e3-2bda-4419-87ed-6cf99f9f0ded	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	2	CONTEXT_WINDOW	{"tokenBudget": 6144, "policyVersion": "session-context-v1", "includedTokens": 0, "tokenEstimator": "utf8-bytes-v1", "tokenWatermark": "low", "candidateTokens": 0, "includedTurnIds": [], "loadedTurnCount": 0, "olderTurnsAvailable": false, "omittedLoadedTurnCount": 0}	2026-09-01 07:50:38.120163
1	a902eb80-c609-4398-a297-364e790ab40d	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	3	ROUTING_DECISION	{"tier": "standard", "signals": {"chitchat": false, "refundContext": true, "refundContextSource": "current"}, "toolProfile": "all", "attemptLimit": 16, "sessionPropagationEnabled": true}	2026-09-01 07:50:38.120771
1	6cb87703-9828-4a03-9fb6-f58912cafc80	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	4	BUDGET_CHARGED	{"kind": "model_http", "limit": 16, "target": "primary", "attempt": 1}	2026-09-01 07:50:38.121222
1	c1596d6a-c719-4939-828b-161ba5d536a0	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	5	CIRCUIT_OUTCOME	{"state": "closed", "provider": "primary"}	2026-09-01 07:50:38.121693
1	3b900645-ff3e-44c1-a737-6a58cb2777d6	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	6	MODEL_OUTCOME	{"alias": "gpt-5.4", "result": "ok", "provider": "primary"}	2026-09-01 07:50:38.122201
1	d31a0879-6cee-45b1-9042-417d3f203588	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	7	AGENT_OUTCOME	{"outcome": "completed"}	2026-09-01 07:50:38.122667
1	502282a3-febb-4711-b870-8ba10ae89761	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	8	ASSISTANT_RESPONSE	{"outcome": "completed"}	2026-09-01 07:50:38.123125
1	00da7bc4-fad4-4496-b599-48ad71011173	f5fda41b-75a1-4598-aed7-10ac1ed1b1bf	0eff3aa6-df30-4a6c-8f06-e8fb81c330fd	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	9	TURN_COMPLETED	{"outcome": "completed"}	2026-09-01 07:50:38.123559
2	6d146bf6-72ba-47e1-8608-2a9532f49cd8	73ea4a97-43a9-4014-a8dc-1810ebf5cbda	77a61dfa-bf9d-4493-ba27-f7e5d2b9f550	Iu6IBWnk3Z-L4kP2zhmzn2DCATqLQqkwk0yJB5gSauw	eval-2c597fcd-b061-4d54-b330-fa90766a1f55	1	USER_INPUT	{"accepted": true}	2026-09-01 07:50:38.156499
